x,y,z
3.40,0.88,117.88
3.42,0.88,119.23
3.44,0.88,120.59
3.46,0.88,121.96
3.48,0.88,123.33
3.50,0.88,124.72
3.52,0.88,126.11
3.54,0.88,127.52
3.56,0.88,128.93
3.58,0.88,130.35
3.60,0.88,131.78
3.62,0.88,133.23
3.64,0.88,134.68
3.66,0.88,136.14
3.68,0.88,137.60
3.70,0.88,139.08
3.72,0.88,140.57
3.74,0.88,142.07
3.76,0.88,143.57
3.78,0.88,145.09
3.80,0.88,146.61
3.82,0.88,148.15
3.84,0.88,149.69
3.86,0.88,151.24
3.88,0.88,152.80
3.90,0.88,154.37
3.92,0.88,155.95
3.94,0.88,157.54
3.96,0.88,159.14
3.98,0.88,160.75
4.00,0.88,162.37
0.00,0.90,23.39
0.02,0.90,23.17
0.04,0.90,22.95
0.06,0.90,22.74
0.08,0.90,22.54
0.10,0.90,22.36
0.12,0.90,22.18
0.14,0.90,22.00
0.16,0.90,21.84
0.18,0.90,21.69
0.20,0.90,21.55
0.22,0.90,21.42
0.24,0.90,21.29
0.26,0.90,21.18
0.28,0.90,21.07
0.30,0.90,20.97
0.32,0.90,20.89
0.34,0.90,20.81
0.36,0.90,20.74
0.38,0.90,20.68
0.40,0.90,20.63
0.42,0.90,20.59
0.44,0.90,20.55
0.46,0.90,20.53
0.48,0.90,20.52
0.50,0.90,20.51
0.52,0.90,20.52
0.54,0.90,20.53
0.56,0.90,20.55
0.58,0.90,20.59
0.60,0.90,20.63
0.62,0.90,20.68
0.64,0.90,20.74
0.66,0.90,20.81
0.68,0.90,20.89
0.70,0.90,20.97
0.72,0.90,21.07
0.74,0.90,21.18
0.76,0.90,21.29
0.78,0.90,21.42
0.80,0.90,21.55
0.82,0.90,21.69
0.84,0.90,21.84
0.86,0.90,22.00
0.88,0.90,22.18
0.90,0.90,22.36
0.92,0.90,22.54
0.94,0.90,22.74
0.96,0.90,22.95
0.98,0.90,23.17
1.00,0.90,23.39
1.02,0.90,23.63
1.04,0.90,23.87
1.06,0.90,24.12
1.08,0.90,24.39
1.10,0.90,24.66
1.12,0.90,24.94
1.14,0.90,25.23
1.16,0.90,25.53
1.18,0.90,25.84
1.20,0.90,26.16
1.22,0.90,26.48
1.24,0.90,26.82
1.26,0.90,27.17
1.28,0.90,27.52
1.30,0.90,27.88
1.32,0.90,28.26
1.34,0.90,28.64
1.36,0.90,29.03
1.38,0.90,29.43
1.40,0.90,29.84
1.42,0.90,30.26
1.44,0.90,30.69
1.46,0.90,31.13
1.48,0.90,31.58
1.50,0.90,32.03
1.52,0.90,32.50
1.54,0.90,32.97
1.56,0.90,33.46
1.58,0.90,33.95
1.60,0.90,34.45
1.62,0.90,34.96
1.64,0.90,35.48
1.66,0.90,36.01
1.68,0.90,36.55
1.70,0.90,37.10
1.72,0.90,37.66
1.74,0.90,38.23
1.76,0.90,38.80
1.78,0.90,39.39
1.80,0.90,39.98
1.82,0.90,40.58
1.84,0.90,41.20
1.86,0.90,41.82
1.88,0.90,42.45
1.90,0.90,43.09
1.92,0.90,43.74
1.94,0.90,44.40
1.96,0.90,45.07
1.98,0.90,45.75
2.00,0.90,46.43
2.02,0.90,47.13
2.04,0.90,47.83
2.06,0.90,48.55
2.08,0.90,49.27
2.10,0.90,50.00
2.12,0.90,50.75
2.14,0.90,51.50
2.16,0.90,52.26
2.18,0.90,53.03
2.20,0.90,53.80
2.22,0.90,54.59
2.24,0.90,55.39
2.26,0.90,56.20
2.28,0.90,57.01
2.30,0.90,57.84
2.32,0.90,58.67
2.34,0.90,59.51
2.36,0.90,60.37
2.38,0.90,61.23
2.40,0.90,62.10
2.42,0.90,62.98
2.44,0.90,63.87
2.46,0.90,64.77
2.48,0.90,65.68
2.50,0.90,66.59
2.52,0.90,67.52
2.54,0.90,68.45
2.56,0.90,69.40
2.58,0.90,70.35
2.60,0.90,71.32
2.62,0.90,72.29
2.64,0.90,73.27
2.66,0.90,74.26
2.68,0.90,75.26
2.70,0.90,76.27
2.72,0.90,77.29
2.74,0.90,78.31
2.76,0.90,79.35
2.78,0.90,80.40
2.80,0.90,81.45
2.82,0.90,82.52
2.84,0.90,83.59
2.86,0.90,84.67
2.88,0.90,85.77
2.90,0.90,86.87
2.92,0.90,87.98
2.94,0.90,89.10
2.96,0.90,90.23
2.98,0.90,91.36
3.00,0.90,92.51
3.02,0.90,93.67
3.04,0.90,94.83
3.06,0.90,96.01
3.08,0.90,97.19
3.10,0.90,98.39
3.12,0.90,99.59
3.14,0.90,100.80
3.16,0.90,102.02
3.18,0.90,103.25
3.20,0.90,104.49
3.22,0.90,105.74
3.24,0.90,107.00
3.26,0.90,108.27
3.28,0.90,109.54
3.30,0.90,110.83
3.32,0.90,112.12
3.34,0.90,113.43
3.36,0.90,114.74
3.38,0.90,116.06
3.40,0.90,117.40
3.42,0.90,118.74
3.44,0.90,120.09
3.46,0.90,121.45
3.48,0.90,122.81
3.50,0.90,124.19
3.52,0.90,125.58
3.54,0.90,126.98
3.56,0.90,128.38
3.58,0.90,129.80
3.60,0.90,131.22
3.62,0.90,132.65
3.64,0.90,134.09
3.66,0.90,135.55
3.68,0.90,137.01
3.70,0.90,138.48
3.72,0.90,139.96
3.74,0.90,141.44
3.76,0.90,142.94
3.78,0.90,144.45
3.80,0.90,145.96
3.82,0.90,147.49
3.84,0.90,149.02
3.86,0.90,150.57
3.88,0.90,152.12
3.90,0.90,153.68
3.92,0.90,155.25
3.94,0.90,156.84
3.96,0.90,158.42
3.98,0.90,160.02
4.00,0.90,161.63
0.00,0.92,23.43
0.02,0.92,23.20
0.04,0.92,22.99
0.06,0.92,22.78
0.08,0.92,22.59
0.10,0.92,22.40
0.12,0.92,22.22
0.14,0.92,22.05
0.16,0.92,21.89
0.18,0.92,21.74
0.20,0.92,21.60
0.22,0.92,21.46
0.24,0.92,21.34
0.26,0.92,21.22
0.28,0.92,21.12
0.30,0.92,21.02
0.32,0.92,20.94
0.34,0.92,20.86
0.36,0.92,20.79
0.38,0.92,20.73
0.40,0.92,20.68
0.42,0.92,20.64
0.44,0.92,20.61
0.46,0.92,20.58
0.48,0.92,20.57
0.50,0.92,20.56
0.52,0.92,20.57
0.54,0.92,20.58
0.56,0.92,20.61
0.58,0.92,20.64
0.60,0.92,20.68
0.62,0.92,20.73
0.64,0.92,20.79
0.66,0.92,20.86
0.68,0.92,20.94
0.70,0.92,21.02
0.72,0.92,21.12
0.74,0.92,21.22
0.76,0.92,21.34
0.78,0.92,21.46
0.80,0.92,21.60
0.82,0.92,21.74
0.84,0.92,21.89
0.86,0.92,22.05
0.88,0.92,22.22
0.90,0.92,22.40
0.92,0.92,22.59
0.94,0.92,22.78
0.96,0.92,22.99
0.98,0.92,23.20
1.00,0.92,23.43
1.02,0.92,23.66
1.04,0.92,23.91
1.06,0.92,24.16
1.08,0.92,24.42
1.10,0.92,24.69
1.12,0.92,24.97
1.14,0.92,25.26
1.16,0.92,25.55
1.18,0.92,25.86
1.20,0.92,26.18
1.22,0.92,26.50
1.24,0.92,26.84
1.26,0.92,27.18
1.28,0.92,27.53
1.30,0.92,27.90
1.32,0.92,28.27
1.34,0.92,28.65
1.36,0.92,29.04
1.38,0.92,29.44
1.40,0.92,29.84
1.42,0.92,30.26
1.44,0.92,30.69
1.46,0.92,31.12
1.48,0.92,31.57
1.50,0.92,32.02
1.52,0.92,32.48
1.54,0.92,32.96
1.56,0.92,33.44
1.58,0.92,33.93
1.60,0.92,34.43
1.62,0.92,34.93
1.64,0.92,35.45
1.66,0.92,35.98
1.68,0.92,36.52
1.70,0.92,37.06
1.72,0.92,37.62
1.74,0.92,38.18
1.76,0.92,38.75
1.78,0.92,39.33
1.80,0.92,39.93
1.82,0.92,40.53
1.84,0.92,41.13
1.86,0.92,41.75
1.88,0.92,42.38
1.90,0.92,43.02
1.92,0.92,43.66
1.94,0.92,44.32
1.96,0.92,44.98
1.98,0.92,45.66
2.00,0.92,46.34
2.02,0.92,47.03
2.04,0.92,47.73
2.06,0.92,48.44
2.08,0.92,49.16
2.10,0.92,49.89
2.12,0.92,50.63
2.14,0.92,51.38
2.16,0.92,52.13
2.18,0.92,52.90
2.20,0.92,53.67
2.22,0.92,54.46
2.24,0.92,55.25
2.26,0.92,56.05
2.28,0.92,56.86
2.30,0.92,57.68
2.32,0.92,58.51
2.34,0.92,59.35
2.36,0.92,60.20
2.38,0.92,61.05
2.40,0.92,61.92
2.42,0.92,62.80
2.44,0.92,63.68
2.46,0.92,64.57
2.48,0.92,65.48
2.50,0.92,66.39
2.52,0.92,67.31
2.54,0.92,68.24
2.56,0.92,69.18
2.58,0.92,70.13
2.60,0.92,71.09
2.62,0.92,72.05
2.64,0.92,73.03
2.66,0.92,74.01
2.68,0.92,75.01
2.70,0.92,76.01
2.72,0.92,77.02
2.74,0.92,78.05
2.76,0.92,79.08
2.78,0.92,80.12
2.80,0.92,81.17
2.82,0.92,82.23
2.84,0.92,83.29
2.86,0.92,84.37
2.88,0.92,85.46
2.90,0.92,86.55
2.92,0.92,87.66
2.94,0.92,88.77
2.96,0.92,89.89
2.98,0.92,91.02
3.00,0.92,92.16
3.02,0.92,93.31
3.04,0.92,94.47
3.06,0.92,95.64
3.08,0.92,96.82
3.10,0.92,98.01
3.12,0.92,99.20
3.14,0.92,100.41
3.16,0.92,101.62
3.18,0.92,102.85
3.20,0.92,104.08
3.22,0.92,105.32
3.24,0.92,106.57
3.26,0.92,107.83
3.28,0.92,109.10
3.30,0.92,110.38
3.32,0.92,111.67
3.34,0.92,112.96
3.36,0.92,114.27
3.38,0.92,115.59
3.40,0.92,116.91
3.42,0.92,118.24
3.44,0.92,119.59
3.46,0.92,120.94
3.48,0.92,122.30
3.50,0.92,123.67
3.52,0.92,125.05
3.54,0.92,126.44
3.56,0.92,127.83
3.58,0.92,129.24
3.60,0.92,130.66
3.62,0.92,132.08
3.64,0.92,133.52
3.66,0.92,134.96
3.68,0.92,136.41
3.70,0.92,137.87
3.72,0.92,139.34
3.74,0.92,140.82
3.76,0.92,142.31
3.78,0.92,143.81
3.80,0.92,145.32
3.82,0.92,146.84
3.84,0.92,148.36
3.86,0.92,149.90
3.88,0.92,151.44
3.90,0.92,153.00
3.92,0.92,154.56
3.94,0.92,156.13
3.96,0.92,157.71
3.98,0.92,159.30
4.00,0.92,160.90
0.00,0.94,23.47
0.02,0.94,23.24
0.04,0.94,23.03
0.06,0.94,22.83
0.08,0.94,22.63
0.10,0.94,22.44
0.12,0.94,22.26
0.14,0.94,22.10
0.16,0.94,21.94
0.18,0.94,21.79
0.20,0.94,21.64
0.22,0.94,21.51
0.24,0.94,21.39
0.26,0.94,21.28
0.28,0.94,21.17
0.30,0.94,21.08
0.32,0.94,20.99
0.34,0.94,20.91
0.36,0.94,20.84
0.38,0.94,20.78
0.40,0.94,20.73
0.42,0.94,20.69
0.44,0.94,20.66
0.46,0.94,20.64
0.48,0.94,20.62
0.50,0.94,20.62
0.52,0.94,20.62
0.54,0.94,20.64
0.56,0.94,20.66
0.58,0.94,20.69
0.60,0.94,20.73
0.62,0.94,20.78
0.64,0.94,20.84
0.66,0.94,20.91
0.68,0.94,20.99
0.70,0.94,21.08
0.72,0.94,21.17
0.74,0.94,21.28
0.76,0.94,21.39
0.78,0.94,21.51
0.80,0.94,21.64
0.82,0.94,21.79
0.84,0.94,21.94
0.86,0.94,22.10
0.88,0.94,22.26
0.90,0.94,22.44
0.92,0.94,22.63
0.94,0.94,22.83
0.96,0.94,23.03
0.98,0.94,23.24
1.00,0.94,23.47
1.02,0.94,23.70
1.04,0.94,23.94
1.06,0.94,24.19
1.08,0.94,24.45
1.10,0.94,24.72
1.12,0.94,25.00
1.14,0.94,25.29
1.16,0.94,25.58
1.18,0.94,25.89
1.20,0.94,26.20
1.22,0.94,26.53
1.24,0.94,26.86
1.26,0.94,27.20
1.28,0.94,27.55
1.30,0.94,27.91
1.32,0.94,28.28
1.34,0.94,28.66
1.36,0.94,29.05
1.38,0.94,29.44
1.40,0.94,29.85
1.42,0.94,30.26
1.44,0.94,30.69
1.46,0.94,31.12
1.48,0.94,31.56
1.50,0.94,32.01
1.52,0.94,32.47
1.54,0.94,32.94
1.56,0.94,33.42
1.58,0.94,33.91
1.60,0.94,34.40
1.62,0.94,34.91
1.64,0.94,35.42
1.66,0.94,35.95
1.68,0.94,36.48
1.70,0.94,37.02
1.72,0.94,37.58
1.74,0.94,38.14
1.76,0.94,38.71
1.78,0.94,39.28
1.80,0.94,39.87
1.82,0.94,40.47
1.84,0.94,41.07
1.86,0.94,41.69
1.88,0.94,42.31
1.90,0.94,42.95
1.92,0.94,43.59
1.94,0.94,44.24
1.96,0.94,44.90
1.98,0.94,45.57
2.00,0.94,46.25
2.02,0.94,46.94
2.04,0.94,47.64
2.06,0.94,48.34
2.08,0.94,49.06
2.10,0.94,49.78
2.12,0.94,50.52
2.14,0.94,51.26
2.16,0.94,52.01
2.18,0.94,52.77
2.20,0.94,53.54
2.22,0.94,54.32
2.24,0.94,55.11
2.26,0.94,55.91
2.28,0.94,56.71
2.30,0.94,57.53
2.32,0.94,58.35
2.34,0.94,59.19
2.36,0.94,60.03
2.38,0.94,60.88
2.40,0.94,61.74
2.42,0.94,62.61
2.44,0.94,63.49
2.46,0.94,64.38
2.48,0.94,65.28
2.50,0.94,66.19
2.52,0.94,67.10
2.54,0.94,68.03
2.56,0.94,68.96
2.58,0.94,69.91
2.60,0.94,70.86
2.62,0.94,71.82
2.64,0.94,72.79
2.66,0.94,73.77
2.68,0.94,74.76
2.70,0.94,75.76
2.72,0.94,76.76
2.74,0.94,77.78
2.76,0.94,78.81
2.78,0.94,79.84
2.80,0.94,80.88
2.82,0.94,81.94
2.84,0.94,83.00
2.86,0.94,84.07
2.88,0.94,85.15
2.90,0.94,86.24
2.92,0.94,87.34
2.94,0.94,88.44
2.96,0.94,89.56
2.98,0.94,90.68
3.00,0.94,91.82
3.02,0.94,92.96
3.04,0.94,94.12
3.06,0.94,95.28
3.08,0.94,96.45
3.10,0.94,97.63
3.12,0.94,98.82
3.14,0.94,100.02
3.16,0.94,101.22
3.18,0.94,102.44
3.20,0.94,103.67
3.22,0.94,104.90
3.24,0.94,106.15
3.26,0.94,107.40
3.28,0.94,108.66
3.30,0.94,109.93
3.32,0.94,111.21
3.34,0.94,112.50
3.36,0.94,113.80
3.38,0.94,115.11
3.40,0.94,116.43
3.42,0.94,117.75
3.44,0.94,119.09
3.46,0.94,120.43
3.48,0.94,121.79
3.50,0.94,123.15
3.52,0.94,124.52
3.54,0.94,125.90
3.56,0.94,127.29
3.58,0.94,128.69
3.60,0.94,130.10
3.62,0.94,131.51
3.64,0.94,132.94
3.66,0.94,134.38
3.68,0.94,135.82
3.70,0.94,137.27
3.72,0.94,138.74
3.74,0.94,140.21
3.76,0.94,141.69
3.78,0.94,143.18
3.80,0.94,144.68
3.82,0.94,146.19
3.84,0.94,147.70
3.86,0.94,149.23
3.88,0.94,150.77
3.90,0.94,152.31
3.92,0.94,153.86
3.94,0.94,155.43
3.96,0.94,157.00
3.98,0.94,158.58
4.00,0.94,160.17
0.00,0.96,23.51
0.02,0.96,23.29
0.04,0.96,23.07
0.06,0.96,22.87
0.08,0.96,22.68
0.10,0.96,22.49
0.12,0.96,22.31
0.14,0.96,22.15
0.16,0.96,21.99
0.18,0.96,21.84
0.20,0.96,21.70
0.22,0.96,21.57
0.24,0.96,21.44
0.26,0.96,21.33
0.28,0.96,21.23
0.30,0.96,21.13
0.32,0.96,21.04
0.34,0.96,20.97
0.36,0.96,20.90
0.38,0.96,20.84
0.40,0.96,20.79
0.42,0.96,20.75
0.44,0.96,20.72
0.46,0.96,20.70
0.48,0.96,20.68
0.50,0.96,20.68
0.52,0.96,20.68
0.54,0.96,20.70
0.56,0.96,20.72
0.58,0.96,20.75
0.60,0.96,20.79
0.62,0.96,20.84
0.64,0.96,20.90
0.66,0.96,20.97
0.68,0.96,21.04
0.70,0.96,21.13
0.72,0.96,21.23
0.74,0.96,21.33
0.76,0.96,21.44
0.78,0.96,21.57
0.80,0.96,21.70
0.82,0.96,21.84
0.84,0.96,21.99
0.86,0.96,22.15
0.88,0.96,22.31
0.90,0.96,22.49
0.92,0.96,22.68
0.94,0.96,22.87
0.96,0.96,23.07
0.98,0.96,23.29
1.00,0.96,23.51
1.02,0.96,23.74
1.04,0.96,23.98
1.06,0.96,24.23
1.08,0.96,24.49
1.10,0.96,24.76
1.12,0.96,25.03
1.14,0.96,25.32
1.16,0.96,25.61
1.18,0.96,25.92
1.20,0.96,26.23
1.22,0.96,26.55
1.24,0.96,26.88
1.26,0.96,27.22
1.28,0.96,27.57
1.30,0.96,27.93
1.32,0.96,28.29
1.34,0.96,28.67
1.36,0.96,29.06
1.38,0.96,29.45
1.40,0.96,29.85
1.42,0.96,30.27
1.44,0.96,30.69
1.46,0.96,31.12
1.48,0.96,31.56
1.50,0.96,32.01
1.52,0.96,32.46
1.54,0.96,32.93
1.56,0.96,33.41
1.58,0.96,33.89
1.60,0.96,34.38
1.62,0.96,34.89
1.64,0.96,35.40
1.66,0.96,35.92
1.68,0.96,36.45
1.70,0.96,36.99
1.72,0.96,37.54
1.74,0.96,38.10
1.76,0.96,38.66
1.78,0.96,39.24
1.80,0.96,39.82
1.82,0.96,40.42
1.84,0.96,41.02
1.86,0.96,41.63
1.88,0.96,42.25
1.90,0.96,42.88
1.92,0.96,43.52
1.94,0.96,44.17
1.96,0.96,44.82
1.98,0.96,45.49
2.00,0.96,46.17
2.02,0.96,46.85
2.04,0.96,47.54
2.06,0.96,48.24
2.08,0.96,48.96
2.10,0.96,49.68
2.12,0.96,50.41
2.14,0.96,51.14
2.16,0.96,51.89
2.18,0.96,52.65
2.20,0.96,53.42
2.22,0.96,54.19
2.24,0.96,54.97
2.26,0.96,55.77
2.28,0.96,56.57
2.30,0.96,57.38
2.32,0.96,58.20
2.34,0.96,59.03
2.36,0.96,59.87
2.38,0.96,60.71
2.40,0.96,61.57
2.42,0.96,62.44
2.44,0.96,63.31
2.46,0.96,64.19
2.48,0.96,65.09
2.50,0.96,65.99
2.52,0.96,66.90
2.54,0.96,67.82
2.56,0.96,68.75
2.58,0.96,69.69
2.60,0.96,70.63
2.62,0.96,71.59
2.64,0.96,72.55
2.66,0.96,73.53
2.68,0.96,74.51
2.70,0.96,75.50
2.72,0.96,76.51
2.74,0.96,77.52
2.76,0.96,78.54
2.78,0.96,79.56
2.80,0.96,80.60
2.82,0.96,81.65
2.84,0.96,82.70
2.86,0.96,83.77
2.88,0.96,84.84
2.90,0.96,85.93
2.92,0.96,87.02
2.94,0.96,88.12
2.96,0.96,89.23
2.98,0.96,90.35
3.00,0.96,91.48
3.02,0.96,92.61
3.04,0.96,93.76
3.06,0.96,94.92
3.08,0.96,96.08
3.10,0.96,97.25
3.12,0.96,98.44
3.14,0.96,99.63
3.16,0.96,100.83
3.18,0.96,102.04
3.20,0.96,103.26
3.22,0.96,104.49
3.24,0.96,105.72
3.26,0.96,106.97
3.28,0.96,108.22
3.30,0.96,109.49
3.32,0.96,110.76
3.34,0.96,112.04
3.36,0.96,113.34
3.38,0.96,114.64
3.40,0.96,115.95
3.42,0.96,117.26
3.44,0.96,118.59
3.46,0.96,119.93
3.48,0.96,121.27
3.50,0.96,122.63
3.52,0.96,123.99
3.54,0.96,125.37
3.56,0.96,126.75
3.58,0.96,128.14
3.60,0.96,129.54
3.62,0.96,130.95
3.64,0.96,132.37
3.66,0.96,133.79
3.68,0.96,135.23
3.70,0.96,136.68
3.72,0.96,138.13
3.74,0.96,139.59
3.76,0.96,141.07
3.78,0.96,142.55
3.80,0.96,144.04
3.82,0.96,145.54
3.84,0.96,147.05
3.86,0.96,148.57
3.88,0.96,150.09
3.90,0.96,151.63
3.92,0.96,153.17
3.94,0.96,154.73
3.96,0.96,156.29
3.98,0.96,157.86
4.00,0.96,159.45
0.00,0.98,23.55
0.02,0.98,23.33
0.04,0.98,23.12
0.06,0.98,22.92
0.08,0.98,22.72
0.10,0.98,22.54
0.12,0.98,22.36
0.14,0.98,22.20
0.16,0.98,22.04
0.18,0.98,21.89
0.20,0.98,21.75
0.22,0.98,21.62
0.24,0.98,21.50
0.26,0.98,21.39
0.28,0.98,21.28
0.30,0.98,21.19
0.32,0.98,21.10
0.34,0.98,21.03
0.36,0.98,20.96
0.38,0.98,20.90
0.40,0.98,20.85
0.42,0.98,20.81
0.44,0.98,20.78
0.46,0.98,20.76
0.48,0.98,20.74
0.50,0.98,20.74
0.52,0.98,20.74
0.54,0.98,20.76
0.56,0.98,20.78
0.58,0.98,20.81
0.60,0.98,20.85
0.62,0.98,20.90
0.64,0.98,20.96
0.66,0.98,21.03
0.68,0.98,21.10
0.70,0.98,21.19
0.72,0.98,21.28
0.74,0.98,21.39
0.76,0.98,21.50
0.78,0.98,21.62
0.80,0.98,21.75
0.82,0.98,21.89
0.84,0.98,22.04
0.86,0.98,22.20
0.88,0.98,22.36
0.90,0.98,22.54
0.92,0.98,22.72
0.94,0.98,22.92
0.96,0.98,23.12
0.98,0.98,23.33
1.00,0.98,23.55
1.02,0.98,23.78
1.04,0.98,24.02
1.06,0.98,24.27
1.08,0.98,24.53
1.10,0.98,24.79
1.12,0.98,25.07
1.14,0.98,25.35
1.16,0.98,25.64
1.18,0.98,25.95
1.20,0.98,26.26
1.22,0.98,26.58
1.24,0.98,26.91
1.26,0.98,27.24
1.28,0.98,27.59
1.30,0.98,27.95
1.32,0.98,28.31
1.34,0.98,28.69
1.36,0.98,29.07
1.38,0.98,29.46
1.40,0.98,29.86
1.42,0.98,30.27
1.44,0.98,30.69
1.46,0.98,31.12
1.48,0.98,31.56
1.50,0.98,32.00
1.52,0.98,32.46
1.54,0.98,32.92
1.56,0.98,33.39
1.58,0.98,33.88
1.60,0.98,34.37
1.62,0.98,34.87
1.64,0.98,35.38
1.66,0.98,35.89
1.68,0.98,36.42
1.70,0.98,36.96
1.72,0.98,37.50
1.74,0.98,38.06
1.76,0.98,38.62
1.78,0.98,39.19
1.80,0.98,39.77
1.82,0.98,40.36
1.84,0.98,40.96
1.86,0.98,41.57
1.88,0.98,42.19
1.90,0.98,42.81
1.92,0.98,43.45
1.94,0.98,44.09
1.96,0.98,44.75
1.98,0.98,45.41
2.00,0.98,46.08
2.02,0.98,46.76
2.04,0.98,47.45
2.06,0.98,48.15
2.08,0.98,48.86
2.10,0.98,49.57
2.12,0.98,50.30
2.14,0.98,51.03
2.16,0.98,51.78
2.18,0.98,52.53
2.20,0.98,53.29
2.22,0.98,54.06
2.24,0.98,54.84
2.26,0.98,55.63
2.28,0.98,56.43
2.30,0.98,57.23
2.32,0.98,58.05
2.34,0.98,58.87
2.36,0.98,59.71
2.38,0.98,60.55
2.40,0.98,61.40
2.42,0.98,62.26
2.44,0.98,63.13
2.46,0.98,64.01
2.48,0.98,64.90
2.50,0.98,65.79
2.52,0.98,66.70
2.54,0.98,67.61
2.56,0.98,68.54
2.58,0.98,69.47
2.60,0.98,70.41
2.62,0.98,71.36
2.64,0.98,72.32
2.66,0.98,73.29
2.68,0.98,74.27
2.70,0.98,75.26
2.72,0.98,76.25
2.74,0.98,77.26
2.76,0.98,78.27
2.78,0.98,79.29
2.80,0.98,80.32
2.82,0.98,81.36
2.84,0.98,82.41
2.86,0.98,83.47
2.88,0.98,84.54
2.90,0.98,85.62
2.92,0.98,86.70
2.94,0.98,87.80
2.96,0.98,88.90
2.98,0.98,90.02
3.00,0.98,91.14
3.02,0.98,92.27
3.04,0.98,93.41
3.06,0.98,94.56
3.08,0.98,95.71
3.10,0.98,96.88
3.12,0.98,98.06
3.14,0.98,99.24
3.16,0.98,100.44
3.18,0.98,101.64
3.20,0.98,102.85
3.22,0.98,104.07
3.24,0.98,105.30
3.26,0.98,106.54
3.28,0.98,107.79
3.30,0.98,109.05
3.32,0.98,110.31
3.34,0.98,111.59
3.36,0.98,112.87
3.38,0.98,114.17
3.40,0.98,115.47
3.42,0.98,116.78
3.44,0.98,118.10
3.46,0.98,119.43
3.48,0.98,120.77
3.50,0.98,122.11
3.52,0.98,123.47
3.54,0.98,124.83
3.56,0.98,126.21
3.58,0.98,127.59
3.60,0.98,128.98
3.62,0.98,130.39
3.64,0.98,131.80
3.66,0.98,133.22
3.68,0.98,134.64
3.70,0.98,136.08
3.72,0.98,137.53
3.74,0.98,138.98
3.76,0.98,140.45
3.78,0.98,141.92
3.80,0.98,143.40
3.82,0.98,144.89
3.84,0.98,146.39
3.86,0.98,147.90
3.88,0.98,149.42
3.90,0.98,150.95
3.92,0.98,152.49
3.94,0.98,154.03
3.96,0.98,155.59
3.98,0.98,157.15
4.00,0.98,158.72
0.00,1.00,23.60
0.02,1.00,23.38
0.04,1.00,23.17
0.06,1.00,22.97
0.08,1.00,22.78
0.10,1.00,22.59
0.12,1.00,22.42
0.14,1.00,22.25
0.16,1.00,22.09
0.18,1.00,21.95
0.20,1.00,21.81
0.22,1.00,21.68
0.24,1.00,21.56
0.26,1.00,21.45
0.28,1.00,21.34
0.30,1.00,21.25
0.32,1.00,21.16
0.34,1.00,21.09
0.36,1.00,21.02
0.38,1.00,20.96
0.40,1.00,20.91
0.42,1.00,20.87
0.44,1.00,20.84
0.46,1.00,20.82
0.48,1.00,20.80
0.50,1.00,20.80
0.52,1.00,20.80
0.54,1.00,20.82
0.56,1.00,20.84
0.58,1.00,20.87
0.60,1.00,20.91
0.62,1.00,20.96
0.64,1.00,21.02
0.66,1.00,21.09
0.68,1.00,21.16
0.70,1.00,21.25
0.72,1.00,21.34
0.74,1.00,21.45
0.76,1.00,21.56
0.78,1.00,21.68
0.80,1.00,21.81
0.82,1.00,21.95
0.84,1.00,22.09
0.86,1.00,22.25
0.88,1.00,22.42
0.90,1.00,22.59
0.92,1.00,22.78
0.94,1.00,22.97
0.96,1.00,23.17
0.98,1.00,23.38
1.00,1.00,23.60
1.02,1.00,23.83
1.04,1.00,24.07
1.06,1.00,24.31
1.08,1.00,24.57
1.10,1.00,24.83
1.12,1.00,25.11
1.14,1.00,25.39
1.16,1.00,25.68
1.18,1.00,25.98
1.20,1.00,26.29
1.22,1.00,26.61
1.24,1.00,26.93
1.26,1.00,27.27
1.28,1.00,27.61
1.30,1.00,27.97
1.32,1.00,28.33
1.34,1.00,28.70
1.36,1.00,29.08
1.38,1.00,29.47
1.40,1.00,29.87
1.42,1.00,30.28
1.44,1.00,30.70
1.46,1.00,31.12
1.48,1.00,31.56
1.50,1.00,32.00
1.52,1.00,32.45
1.54,1.00,32.91
1.56,1.00,33.38
1.58,1.00,33.86
1.60,1.00,34.35
1.62,1.00,34.85
1.64,1.00,35.36
1.66,1.00,35.87
1.68,1.00,36.39
1.70,1.00,36.93
1.72,1.00,37.47
1.74,1.00,38.02
1.76,1.00,38.58
1.78,1.00,39.15
1.80,1.00,39.73
1.82,1.00,40.31
1.84,1.00,40.91
1.86,1.00,41.52
1.88,1.00,42.13
1.90,1.00,42.75
1.92,1.00,43.38
1.94,1.00,44.02
1.96,1.00,44.67
1.98,1.00,45.33
2.00,1.00,46.00
2.02,1.00,46.68
2.04,1.00,47.36
2.06,1.00,48.06
2.08,1.00,48.76
2.10,1.00,49.47
2.12,1.00,50.19
2.14,1.00,50.92
2.16,1.00,51.66
2.18,1.00,52.41
2.20,1.00,53.17
2.22,1.00,53.93
2.24,1.00,54.71
2.26,1.00,55.49
2.28,1.00,56.29
2.30,1.00,57.09
2.32,1.00,57.90
2.34,1.00,58.72
2.36,1.00,59.55
2.38,1.00,60.39
2.40,1.00,61.23
2.42,1.00,62.09
2.44,1.00,62.95
2.46,1.00,63.83
2.48,1.00,64.71
2.50,1.00,65.60
2.52,1.00,66.50
2.54,1.00,67.41
2.56,1.00,68.33
2.58,1.00,69.26
