重庆人民大礼堂及人民广场,2015-10-26IP属地：未知,人民大礼堂是重庆市中心特别壮观的建筑，如今是重庆人大开会的庄严场所。
重庆人民大礼堂及人民广场,2018-11-05IP属地：未知,"大礼堂最初建设时曾命名为""西南军政大会堂""，建成后即正式命名为""西南行政委员会大礼堂""，1955年改名""重庆人民大礼堂""至今。"
重庆人民大礼堂及人民广场,2016-09-18IP属地：未知,重庆人民大礼堂这里有三峡博物管，每天都有人在这里休闲唱歌，特别是晚上的坝坝舞很热闹。
重庆人民大礼堂及人民广场,2017-12-15IP属地：未知,建筑雄伟壮观，气势恢宏，典型中式殿堂，且意义深远，免费参观，不好之处就是音乐太吵。
重庆人民大礼堂及人民广场,2016-12-27IP属地：未知,很壮观的建筑，照相很漂亮，对面就是三峡博物馆，值得一去的地方。
重庆人民大礼堂及人民广场,2016-10-05IP属地：未知,挺有特色的建筑，宏伟大气，就在三峡博物馆对面，可以选择一起游玩
重庆人民大礼堂及人民广场,2017-07-15IP属地：未知,不是太有趣，不过也值得去，挺有艺术气息
重庆人民大礼堂及人民广场,2015-12-28IP属地：未知,进去需要门票10块钱，建筑风格很喜欢，一眼望去挺震撼的，没有进去，不知道里面怎么样，挨着三峡博物馆
重庆人民大礼堂及人民广场,2019-02-13IP属地：未知,先去的三峡博物馆，然后就在外面看了一下这个，就没往上爬了
重庆人民大礼堂及人民广场,2019-11-23IP属地：未知,这次来重庆人民大礼堂刚刚碰到它装修，不让进去参观，只去了对面的三峡博物馆，下次有机会再来看看吧
重庆人民大礼堂及人民广场,2018-09-25IP属地：未知,第一次看见人民大礼堂已经被他的外型吸引着，古式古香的设计，配上圆型的屋顶，直接把对面的海峡博物馆比了下去，从远处望更有气势迫人的感觉。
重庆人民大礼堂及人民广场,2015-12-28IP属地：未知,游重庆的一个重要景点，广场很大，很多游客来此拍照留念，广场上的重庆大礼堂，庄严肃目，气势磅礴。
重庆人民大礼堂及人民广场,2015-12-28IP属地：未知,景点在三峡博物馆旁边，具有民族建筑特别，也是重庆标志性的建筑之一，尤其夜景更为壮观，值得推荐。
重庆人民大礼堂及人民广场,2017-07-10IP属地：未知,大礼堂是重庆市举行大型集会和演出活动的中心，重庆市的党代会、人大会、政协会、直辖挂牌揭幕大会等重要会议和国际性会议都在此召开。国内外知名的演艺人员及团体也会在大礼堂进行演出
重庆人民大礼堂及人民广场,2016-02-10IP属地：未知,离住的酒店很近，礼堂很宏伟，和博物馆对面，古树参天！
重庆人民大礼堂及人民广场,2019-05-04IP属地：未知,重庆的标志性建筑，旁边还有三峡博物馆，进馆参观是免费的，性价比超级高！
重庆人民大礼堂及人民广场,2017-03-01IP属地：未知,恢弘的中式宫殿建筑，非常漂亮，前面是大礼堂广场，是市民休闲玩乐的地方。周边还有很多特色食店
重庆人民大礼堂及人民广场,2015-11-01IP属地：未知,非常宏伟的建筑，山城重庆的一颗明珠，重庆的地标建筑
重庆人民大礼堂及人民广场,2018-01-23IP属地：未知,历史建筑，漂亮的穹顶，坐下来慢慢感受。顶层的观景台不开放，也没有演出可欣赏，看看即可。
重庆人民大礼堂及人民广场,2017-03-03IP属地：未知,这里像天坛，有时候里面会有演出，门口有一个广场，广场对面是三峡博物馆，都是极好的去处。
重庆人民大礼堂及人民广场,2016-02-11IP属地：未知,天坛一样的外观，貌似还要大一些，很壮观的建筑。
重庆人民大礼堂及人民广场,2016-04-26IP属地：未知,景色优美，还可进入会场，体验当代表的感觉。
重庆人民大礼堂及人民广场,2016-03-07IP属地：未知,人民会堂外面的广场，是老城区里难得的一个大型休闲广场，成为城市标志之一，值得逛逛。
重庆人民大礼堂及人民广场,2019-07-30IP属地：未知,拍照打卡，不明白为什么弄个和北京差不多的“故宫”样的建筑，意义何在？但不妨碍我们赏景………………………………………………
重庆人民大礼堂及人民广场,2016-10-03IP属地：未知,人民礼堂和三峡博物馆都在这里，值得去看看
重庆人民大礼堂及人民广场,2016-02-15IP属地：未知,去人民广场了，顺便去博物馆看看三峡的变化
重庆人民大礼堂及人民广场,2015-12-14IP属地：未知,临近市府、博物馆和人民广场，地理位置优越，交通便利。建筑气势恢宏，民族元素颇多，
重庆人民大礼堂及人民广场,2015-10-26IP属地：未知,人民广场的一侧是三峡博物馆 另一侧就是有名的人民大礼堂。作为市中心的地标，很庄严。
重庆人民大礼堂及人民广场,2017-10-28IP属地：未知,去的时候正在维护，不过不影响广场的风景，广场上的大树很美，配上天坛，显得很大气
重庆人民大礼堂及人民广场,2017-07-07IP属地：未知,适合观景。乘凉，建筑特别，没有门票费，对面就是三峡博物馆，
重庆人民大礼堂及人民广场,2016-11-07IP属地：未知,很宏伟的建筑，重庆地标之一，门票10元
重庆人民大礼堂及人民广场,2020-12-19IP属地：未知,重庆市的地标建筑，当年重庆直辖时发行的一组两张纪念邮票，其中之一就是大礼堂。
重庆人民大礼堂及人民广场,2020-03-15IP属地：未知,就在三峡博物馆旁边，外观非常好，一般情况里面都不给参观哈
重庆人民大礼堂及人民广场,2018-09-20IP属地：未知,真的不错 很漂亮 三峡博物馆里边也是免费参观，很有纪念意义。
重庆人民大礼堂及人民广场,2018-04-13IP属地：未知,这个景点离住处很近，纯属意外收获了！
重庆人民大礼堂及人民广场,2017-12-02IP属地：未知,很不错，很大，外面参观一下就可以了！不需要进去，要交钱！
重庆人民大礼堂及人民广场,2017-04-24IP属地：未知,值得去的地方，重庆山城的一个标志形象
重庆人民大礼堂及人民广场,2018-02-06IP属地：未知,一下大巴，就被人民大礼堂的气势震撼了，非常漂亮典雅的大楼，宏伟，可以来看看
重庆人民大礼堂及人民广场,2017-04-23IP属地：未知,重庆市人民大礼堂宏伟壮观，雕梁画栋的雄伟建筑所吸引，而且感觉还是多有气派的
重庆人民大礼堂及人民广场,2020-10-12IP属地：未知,白天和晚上都给人呈现出不一样的感觉，白天和北京故宫相似，夜景真的太好看啦
重庆人民大礼堂及人民广场,2017-07-11IP属地：未知,环境很好，适合各种人群，老人孩子都可以区耍，很不错！
重庆人民大礼堂及人民广场,2020-08-27IP属地：未知,位于重庆市的人民大礼堂离地铁站比较近，步行可到达。
重庆人民大礼堂及人民广场,2017-06-23IP属地：未知,可以，风景很好可以去看看，，，
重庆人民大礼堂及人民广场,2016-09-06IP属地：未知,可以去看看，对面就是三峡博物馆
重庆人民大礼堂及人民广场,2020-12-28IP属地：未知,作为重庆政府的代表基建，人民大礼堂赋予了人民代表表达人民心声的权利。
重庆人民大礼堂及人民广场,2017-08-17IP属地：未知,不是很建议去 门票学生证的话是五块钱 但是里面真的啥都没有啊 空调也没有 大夏天真的超难受 所以我们坐了几分钟就出去了
重庆人民大礼堂及人民广场,2017-01-17IP属地：未知,仿古民族建筑群，是重庆独具特色的标志建筑物之一，气势雄伟，金碧辉煌。
重庆人民大礼堂及人民广场,2016-02-10IP属地：未知,「重庆人民大礼堂」是一座仿古民族建筑群也是重庆独具特色的标志建筑物之一建筑气势雄伟金碧辉煌是中国传统宫殿建筑风格与西方建筑的大跨度结构巧妙结合的杰作
重庆人民大礼堂及人民广场,2016-03-05IP属地：未知,这是重庆的地标噢，现在看这样的建筑真不多了，走近看能感受到气势。
重庆人民大礼堂及人民广场,2020-04-20IP属地：未知,人民大礼堂是独一无二的建筑物，外立面漂亮！
重庆人民大礼堂及人民广场,2017-08-05IP属地：未知,非常不错的景点，重庆的标志性建筑，必须打卡的地方，交通便利。
重庆人民大礼堂及人民广场,2016-10-19IP属地：未知,很不错，值得去。重庆唯一的标准性建筑物。
重庆人民大礼堂及人民广场,2019-03-03IP属地：未知,强烈建议打卡，博物馆对面就是人民广场，很像北京天坛，特别好
重庆人民大礼堂及人民广场,2018-08-04IP属地：未知,外观很漂亮，但是划不着花门票去里面参观，里面就是个大的剧院
重庆人民大礼堂及人民广场,2018-05-01IP属地：未知,民大礼堂是重庆比较有代表性的地方，建筑外观和内部都非常漂亮
重庆人民大礼堂及人民广场,2016-09-18IP属地：未知,大山的城市，去大部分的地方都要上坡下坡的，需要很好的体力。
重庆人民大礼堂及人民广场,2020-02-11IP属地：未知,中国传统宫殿建筑风格与西方建筑的大跨度结构巧妙结合的杰作
重庆人民大礼堂及人民广场,2017-09-10IP属地：未知,环境优美，干净卫生，很喜欢，值得来此
重庆人民大礼堂及人民广场,2016-08-20IP属地：未知,这里是一个做仿古的民族建筑，算蛮有特色的，所以游客不少。
重庆人民大礼堂及人民广场,2020-05-24IP属地：未知,重庆还有人民大礼堂，真的不错，这个造型非常赞，有代表性
重庆人民大礼堂及人民广场,2020-04-05IP属地：未知,人民大礼堂挨着三峡博物馆，可以准备一天的时间参观一下。
重庆人民大礼堂及人民广场,2019-10-14IP属地：未知,人民大礼堂的建筑是独一无二的，颜色也是经久不过时的哦！
重庆人民大礼堂及人民广场,2015-10-18IP属地：未知,博物馆感觉还好，人民大礼堂真的没必要花钱进入，进去了也是看椅子，好多好多的椅子，其他什么也没有
重庆人民大礼堂及人民广场,2018-05-12IP属地：未知,人民大禮堂的建筑格局特別新穎獨特，外立面也特別好看！
重庆人民大礼堂及人民广场,2017-07-31IP属地：未知,很喜欢这么恢弘的建筑，到里面看过几次音乐会，很不错！
重庆人民大礼堂及人民广场,2017-06-17IP属地：未知,重庆市渝中区的非常地标建筑之一。我就住在这里附近的一家酒店。所以才会放在最后才去看了一下。可惜雨下得太大没有拍照留念，留下一点遗憾！
重庆人民大礼堂及人民广场,2020-06-13IP属地：未知,比较雄伟壮观，一定要去看看哦。
重庆人民大礼堂及人民广场,2017-11-02IP属地：未知,这个景点在重庆市区，还是不错的
重庆人民大礼堂及人民广场,2016-11-28IP属地：未知,重庆标志性建筑之一，非去不可。
重庆人民大礼堂及人民广场,2016-02-17IP属地：未知,10元钱一个人，外表看上去蛮好看的，里面有些就了。
重庆人民大礼堂及人民广场,2016-02-14IP属地：未知,非常的气派壮观。周边的物价也不贵。出行也十分方便。
重庆人民大礼堂及人民广场,2018-03-17IP属地：未知,想到人民大会堂就起一首歌，我在人民广场吃着炸鸡，
重庆人民大礼堂及人民广场,2020-12-05IP属地：未知,这里值得一来，重庆好的吃多，景点都是附近赞👍
重庆人民大礼堂及人民广场,2020-01-20IP属地：未知,人民大礼堂就在三峡广场对面，二者可以同时参观。
重庆人民大礼堂及人民广场,2019-07-21IP属地：未知,党和国家重要的会议都在这里举行，非常值得一去。
重庆人民大礼堂及人民广场,2018-04-27IP属地：未知,16年前经过留影，今年故地重游，别有一番滋味！
重庆人民大礼堂及人民广场,2016-10-17IP属地：未知,一座精美的仿古民族建筑群，也是重庆的标志建筑物之一。大礼堂采用了明清的建筑特色，传统的中轴线对称，在外观上仿造北京天坛祈年殿。
重庆人民大礼堂及人民广场,2020-01-06IP属地：未知,上一个时代的标志性建筑了，很有历史的沧桑感。
重庆人民大礼堂及人民广场,2018-01-25IP属地：未知,大会堂的感觉！里面不是很大。能容纳4000人
重庆人民大礼堂及人民广场,2017-09-30IP属地：未知,值得一看，晚上散步可以转转看看周围环境和夜景
重庆人民大礼堂及人民广场,2017-07-13IP属地：未知,人民广场的环境还不错！文化宫可以去参观一下！
重庆人民大礼堂及人民广场,2017-04-19IP属地：未知,天安门和天坛的完美结合，“喜欢建筑的一定去”
重庆人民大礼堂及人民广场,2017-02-23IP属地：未知,人民广场即人民大礼堂风景好，可以经常看一下。
重庆人民大礼堂及人民广场,2017-01-11IP属地：未知,在三峡博物馆对面，市政府附近，是会议举办地。
重庆人民大礼堂及人民广场,2016-08-27IP属地：未知,人民大礼堂属于重庆的旅游景点，是参观的地方。
重庆人民大礼堂及人民广场,2017-12-24IP属地：未知,人民大礼堂是重庆市区的会议中心，比较威严。
重庆人民大礼堂及人民广场,2017-12-11IP属地：未知,重庆的市府广场，挨着三峡博物馆，交通方便！
重庆人民大礼堂及人民广场,2017-07-02IP属地：未知,。。。。，，。。。？？？？，。。。。。？J
重庆人民大礼堂及人民广场,2016-03-02IP属地：未知,还是值得一去，对面还有个三峡博物馆很不错！
重庆人民大礼堂及人民广场,2015-12-14IP属地：未知,闹中取静的一处广场，是市民休闲娱乐的好场所
重庆人民大礼堂及人民广场,2018-12-26IP属地：未知,独特的建筑形态，每天这里人气指数特别高！
重庆人民大礼堂及人民广场,2018-01-10IP属地：未知,重庆人心目中的政治胜地，建筑形态很漂亮！
重庆人民大礼堂及人民广场,2017-08-12IP属地：未知,可以跟三峡博物馆一起游览，时间紧没必要进
重庆人民大礼堂及人民广场,2017-06-09IP属地：未知,雄伟壮观的人民大礼堂，挨着三峡博物馆的。
重庆人民大礼堂及人民广场,2016-11-03IP属地：未知,就是看看礼堂外面，不能进去。没什么意思。
重庆人民大礼堂及人民广场,2016-02-28IP属地：未知,这里有好吃的，好玩的，尽在大礼堂，快来哟
重庆人民大礼堂及人民广场,2016-01-28IP属地：未知,三峡博物馆绝对值得一看，周边还有很多美食
重庆人民大礼堂及人民广场,2016-01-18IP属地：未知,进去参观要付费，这点咱们跟人家国外比是差远了，你看人家白宫、国会山什么的，都是免费参观呢。所以没必要进去，在外面转转得了。里面其实没什么。就是个开会的地方而已。
重庆人民大礼堂及人民广场,2021-03-13IP属地：未知,值得一去，附近可以一起逛逛三峡博物馆。
重庆人民大礼堂及人民广场,2021-01-17IP属地：未知,重庆版的人民大会堂，也是大家休闲的地方
重庆人民大礼堂及人民广场,2019-12-30IP属地：未知,重庆当地有名的建筑，标志性的旅游景点。
重庆人民大礼堂及人民广场,2018-07-10IP属地：未知,宽敞明亮的人民广场，市民健身的好地方！
重庆人民大礼堂及人民广场,2017-11-15IP属地：未知,人民大礼堂是重庆的名片，外形特别漂亮！
重庆人民大礼堂及人民广场,2016-12-21IP属地：未知,朝天门码头的标志性建筑！重庆市的标志！
重庆人民大礼堂及人民广场,2019-07-10IP属地：未知,圆顶建筑别具一格，外立面的色彩缤纷！
重庆人民大礼堂及人民广场,2018-12-26IP属地：未知,看完人民大礼堂，逛三峡博物馆，完美！
重庆人民大礼堂及人民广场,2018-06-19IP属地：未知,外观很漂亮，与三峡博物馆相对，没进去
重庆人民大礼堂及人民广场,2018-04-14IP属地：未知,每天都有很多人在此鍛鍊身體，鬧熱喲。
重庆人民大礼堂及人民广场,2018-03-28IP属地：未知,重庆的标志。最伟大的建筑，非去不可！
重庆人民大礼堂及人民广场,2017-10-10IP属地：未知,重庆地标，政治，文化中心，旅游热点。
重庆人民大礼堂及人民广场,2016-07-31IP属地：未知,外观大气，颜色精美，里面就没必要去了
重庆人民大礼堂及人民广场,2019-06-28IP属地：未知,重庆的文化行政中心，建筑格局独特！
重庆人民大礼堂及人民广场,2019-03-28IP属地：未知,重庆的标志性建筑，十元的门票费用。
重庆人民大礼堂及人民广场,2018-03-24IP属地：未知,人民大礼堂得景观工程很有种威严感。
重庆人民大礼堂及人民广场,2017-04-22IP属地：未知,比较有气势和特色的建筑，留影不错。
重庆人民大礼堂及人民广场,2017-03-15IP属地：未知,这个建筑气势辉煌也是去重庆必到之地
重庆人民大礼堂及人民广场,2016-03-14IP属地：未知,风景优美 照相很有纪念意义 标志性建筑
重庆人民大礼堂及人民广场,2021-06-18IP属地：未知,值得一去，重庆比较有特色的建筑。
重庆人民大礼堂及人民广场,2021-04-16IP属地：未知,外地人打卡之地，大气，值得一游！
重庆人民大礼堂及人民广场,2021-04-12IP属地：未知,不错的地方，人也比较多的喔，呵呵
重庆人民大礼堂及人民广场,2020-11-06IP属地：未知,重庆的标志性建筑，很大气也有人气
重庆人民大礼堂及人民广场,2019-07-16IP属地：未知,西南行政中心，仿古建筑，好看大气
重庆人民大礼堂及人民广场,2017-12-02IP属地：未知,重庆的地表性建筑！交通非常方便！
重庆人民大礼堂及人民广场,2017-08-19IP属地：未知,标志性建筑，气势磅礴，值得一看。
重庆人民大礼堂及人民广场,2016-12-22IP属地：未知,规模宏大，气魄壮观……叹为观止！
重庆人民大礼堂及人民广场,2016-12-21IP属地：未知,重庆市地标性建筑物一定要去看一呵
重庆人民大礼堂及人民广场,2016-11-04IP属地：未知,建筑物风格很不错，很有清朝味道。
重庆人民大礼堂及人民广场,2016-07-24IP属地：未知,很好，值得大家一去观看，还想去！
重庆人民大礼堂及人民广场,2016-02-19IP属地：未知,仿古建筑，地标建筑，拍拍照就好！
重庆人民大礼堂及人民广场,2021-06-14IP属地：未知,重庆市标志性建筑，必到打卡地。
重庆人民大礼堂及人民广场,2020-12-01IP属地：未知,the view very well
重庆人民大礼堂及人民广场,2018-06-29IP属地：未知,重庆的地标性建筑，外立面漂亮！
重庆人民大礼堂及人民广场,2017-08-25IP属地：未知,不错大气，对面就是三峡博物馆。
重庆人民大礼堂及人民广场,2017-11-05IP属地：未知,路过拍张照，好歹也是重庆标志性建筑，还是挺宏伟的，仿照北京天坛
重庆人民大礼堂及人民广场,2017-10-06IP属地：未知,在当时是非常豪华的大礼堂了，在对面的三峡博物馆拍外观照片最佳。礼堂内部有多个小厅，进礼堂票价5元。
重庆人民大礼堂及人民广场,2018-06-01IP属地：未知,重庆作为山城果然名不虚传，到人民大会堂也要爬爬坡，有一丝累，内部环境庄重大气，卫生间不错。
重庆人民大礼堂及人民广场,2017-08-25IP属地：未知,不错。
重庆人民大礼堂及人民广场,2017-02-03IP属地：未知,在三峡博物馆对面，市府广场侧，是会议举行地。.
重庆人民大礼堂及人民广场,2016-03-07IP属地：未知,很有特色的近代建筑，外形真的非常像天坛，里面则是大型的会场布置，位于老城区的江畔附近。
重庆人民大礼堂及人民广场,2015-10-24IP属地：未知,没想到在重庆居然会带给人一些些北京天坛的感觉！
重庆人民大礼堂及人民广场,2019-04-12IP属地：未知,中国传统宫殿建筑风格与西方建筑的大跨度结构巧妙结合的杰作，也是重庆的标志建筑物之一。
重庆人民大礼堂及人民广场,2017-09-06IP属地：未知,大礼堂很漂亮，广场上很热闹，晚上有很多波的人在跳广场舞，还有喷泉，生活气息很浓郁！
重庆人民大礼堂及人民广场,2016-10-29IP属地：未知,在重庆市政府广场，是重庆重要会议的会所。
重庆人民大礼堂及人民广场,2016-12-23IP属地：未知,在三峡博物馆正对面，标志性景点，门票不贵，有兴趣的可以逛完三峡博物馆后再去。
重庆人民大礼堂及人民广场,2019-07-03IP属地：未知,外观古色古香，从三峡博物馆的观景平台这里取景，可以把大礼堂整栋楼群都拍全。
重庆人民大礼堂及人民广场,2016-06-27IP属地：未知,外观看起来很有气势，即便是阴天下雨也值得去感受一下。2号线曾家岩站出来就到了，旁边还有重庆市人民政府和三峡博物馆。
重庆人民大礼堂及人民广场,2016-03-05IP属地：未知,去重庆就是接受爱国主义教育的，景色没啥特别，就是结合教科书教育孩子不错。
重庆人民大礼堂及人民广场,2020-08-10IP属地：未知,仿人民大会堂修建，重庆人的骄傲
重庆人民大礼堂及人民广场,2017-05-18IP属地：未知,是建筑结构中最高等级的代表，是继北京和沈阳故宫后的精美奇巧的东方建筑。
重庆人民大礼堂及人民广场,2016-12-03IP属地：未知,就在博物馆对面，竟然还要收费！
景点,日期,用户评论
重庆歌乐山森林公园,2023-12-19IP属地：重庆,可以呼吸新鲜空气，有健身步道，还可以登上重庆城市坐标原点！海拔678米！
重庆歌乐山森林公园,2017-06-28IP属地：未知,城市就像是一座由钢筋水泥筑成的黑暗森林，每日在森林中疲惫不堪地奔走忙碌，只是为了寻找生存的那一缕阳光。歌乐山国际慢城～节奏缓慢，空气清醒，让人在舒适中品味生活的轻松和快乐。红色景区～展望过去，珍惜今天，迎接明天！
重庆歌乐山森林公园,2016-10-13IP属地：未知,歌乐山国家森林公园确实是一个好地方，一个锻炼身体的好地方，可以走阶梯满满爬上去，也可以自驾开车上到山顶，还可以坐索道，选择很多种，山上空气好可以慢慢游览，飞云桥挺好的可以在上面晃来晃去，观景台可以看到整个重庆，很漂亮，另外重庆坐标原点是歌乐山最高的地方，呵呵，600多米大家可以爬上去，在这里面玩半天或者一天是挺适合的，门票十元，索道30元，不想爬了可以做索道下山，注意自己带水不然上面的水会稍贵一点，不过没那么离谱，下面卖两块的农夫山泉上面顶多3块，所以还是相当合理的，重庆个人觉得这边的人还是很好的，没有那种宰人很厉害的现象发生。
重庆歌乐山森林公园,2016-08-16IP属地：未知,本地人去玩的地方，听俊俊安利来的，山上山下全是重庆话路还是有点陡的，特别是我选了山间走道，全是小路，好险哦 风景当然不错啦，自然保护得很好，路上遇到的重庆人也都很热心会指路，还会亲切地叫你帮他们拍照，山顶左右的位置有小店，卖饮料和冰粉凉皮这种，还养了一只波斯猫
重庆歌乐山森林公园,2021-08-30IP属地：未知,去重庆，必打卡的地方！！！ 没有门票。 我不知道，难道是我走错路了？？？？？？？？？ 为什么我看到的景色，和其他人拍的照片不一样？ 上山以后啥也看不到，都是树，完全没景。 比较高，周边景点非常多，红色旅游区：烈士陵园、渣滓洞、白公馆。 绿化很好，空气清新。 每天过来爬一圈，既没有很累，又很暴汗，还是很值得去的。 上山之前去好厕所，虽然不是很高，但不坐缆车，来回也要2、3个小时了。 路标几乎没有，分岔路真的建议放一个！此路通向什么方向，毕竟地方也不小，走错路要花很多时间和体力 山下就有公交站，坐车还是很方便的！ 和磁器口离的很近，建议放在一天行程里。
重庆歌乐山森林公园,2018-07-27IP属地：未知,歌乐山因“大禹治水功成召宾歌乐于此”而名，在沙坪坝市区，海拔700多米，是4A级国家森林公园，现在天气炎热，来此避暑游玩的人很多，有缆车可以上山下山，山顶可以俯瞰沙坪坝市区的景色。山上有名人的避暑别墅，还有室外攀岩基地。自然景色不错。 歌乐山也是美食辣子鸡的发源地，前些年很火，有辣子鸡一条街。现在做的店家很少了。
重庆歌乐山森林公园,2017-10-23IP属地：未知,重庆市内一个国家级森林公园，210公交车白公馆下车后，步行3分钟即到，有缆车往返50元，步行免费！空气质量很好，步行1500多步楼梯到达公园，抗战景点比较多，雨后或浓雾的早上去，最能体会巫山云雨的感觉！既然免费，性价比就还算可以！！
重庆歌乐山森林公园,2018-04-15IP属地：未知,不需要门票，纯粹看风景登山！上山的路不好走，那个坡太高太多转弯了，当时打滴滴上去的，中途一个斗破＋急转弯的路，差点退滑下去，还好后面没有车，把我们吓一跳，汽车帅哥也吓一跳！最后安全到家，万幸万幸！
重庆歌乐山森林公园,2016-12-05IP属地：未知,歌乐山因为出发早，遇到很多当地在此晨练市民，这个公园是免费的，生活在周边的居民爬山锻炼身体。因为雾气太大，登顶后看不到沙坪坝全景有些遗憾，但是置身仙境的感觉很酷，登山之后记得放松拉伸小腿，很累
重庆歌乐山森林公园,2016-02-08IP属地：未知,值得一去的好地方，走盘山公路大概20分钟左右吧，爬山的道路不是很多，大概一小时左右，空气很好，人文景观也很多，而且门票只有10元，赞一个
重庆歌乐山森林公园,2023-12-19IP属地：重庆,可以呼吸新鲜空气，有健身步道，还可以登上重庆城市坐标原点！海拔678米！
重庆歌乐山森林公园,2017-06-28IP属地：未知,城市就像是一座由钢筋水泥筑成的黑暗森林，每日在森林中疲惫不堪地奔走忙碌，只是为了寻找生存的那一缕阳光。歌乐山国际慢城～节奏缓慢，空气清醒，让人在舒适中品味生活的轻松和快乐。红色景区～展望过去，珍惜今天，迎接明天！
重庆歌乐山森林公园,2016-10-13IP属地：未知,歌乐山国家森林公园确实是一个好地方，一个锻炼身体的好地方，可以走阶梯满满爬上去，也可以自驾开车上到山顶，还可以坐索道，选择很多种，山上空气好可以慢慢游览，飞云桥挺好的可以在上面晃来晃去，观景台可以看到整个重庆，很漂亮，另外重庆坐标原点是歌乐山最高的地方，呵呵，600多米大家可以爬上去，在这里面玩半天或者一天是挺适合的，门票十元，索道30元，不想爬了可以做索道下山，注意自己带水不然上面的水会稍贵一点，不过没那么离谱，下面卖两块的农夫山泉上面顶多3块，所以还是相当合理的，重庆个人觉得这边的人还是很好的，没有那种宰人很厉害的现象发生。
重庆歌乐山森林公园,2016-08-16IP属地：未知,本地人去玩的地方，听俊俊安利来的，山上山下全是重庆话路还是有点陡的，特别是我选了山间走道，全是小路，好险哦 风景当然不错啦，自然保护得很好，路上遇到的重庆人也都很热心会指路，还会亲切地叫你帮他们拍照，山顶左右的位置有小店，卖饮料和冰粉凉皮这种，还养了一只波斯猫
重庆歌乐山森林公园,2021-08-30IP属地：未知,去重庆，必打卡的地方！！！ 没有门票。 我不知道，难道是我走错路了？？？？？？？？？ 为什么我看到的景色，和其他人拍的照片不一样？ 上山以后啥也看不到，都是树，完全没景。 比较高，周边景点非常多，红色旅游区：烈士陵园、渣滓洞、白公馆。 绿化很好，空气清新。 每天过来爬一圈，既没有很累，又很暴汗，还是很值得去的。 上山之前去好厕所，虽然不是很高，但不坐缆车，来回也要2、3个小时了。 路标几乎没有，分岔路真的建议放一个！此路通向什么方向，毕竟地方也不小，走错路要花很多时间和体力 山下就有公交站，坐车还是很方便的！ 和磁器口离的很近，建议放在一天行程里。
重庆歌乐山森林公园,2018-07-27IP属地：未知,歌乐山因“大禹治水功成召宾歌乐于此”而名，在沙坪坝市区，海拔700多米，是4A级国家森林公园，现在天气炎热，来此避暑游玩的人很多，有缆车可以上山下山，山顶可以俯瞰沙坪坝市区的景色。山上有名人的避暑别墅，还有室外攀岩基地。自然景色不错。 歌乐山也是美食辣子鸡的发源地，前些年很火，有辣子鸡一条街。现在做的店家很少了。
重庆歌乐山森林公园,2017-10-23IP属地：未知,重庆市内一个国家级森林公园，210公交车白公馆下车后，步行3分钟即到，有缆车往返50元，步行免费！空气质量很好，步行1500多步楼梯到达公园，抗战景点比较多，雨后或浓雾的早上去，最能体会巫山云雨的感觉！既然免费，性价比就还算可以！！
重庆歌乐山森林公园,2018-04-15IP属地：未知,不需要门票，纯粹看风景登山！上山的路不好走，那个坡太高太多转弯了，当时打滴滴上去的，中途一个斗破＋急转弯的路，差点退滑下去，还好后面没有车，把我们吓一跳，汽车帅哥也吓一跳！最后安全到家，万幸万幸！
重庆歌乐山森林公园,2016-12-05IP属地：未知,歌乐山因为出发早，遇到很多当地在此晨练市民，这个公园是免费的，生活在周边的居民爬山锻炼身体。因为雾气太大，登顶后看不到沙坪坝全景有些遗憾，但是置身仙境的感觉很酷，登山之后记得放松拉伸小腿，很累
重庆歌乐山森林公园,2016-02-08IP属地：未知,值得一去的好地方，走盘山公路大概20分钟左右吧，爬山的道路不是很多，大概一小时左右，空气很好，人文景观也很多，而且门票只有10元，赞一个
重庆歌乐山森林公园,2016-06-02IP属地：未知,歌乐山是重庆辣子鸡的产地，山下很多辣子鸡的餐馆，味道不错。歌乐山森林公园在山顶，门票很便宜，成人10元一张，登山的路也不长，不是很累，很不错的避暑圣地。
重庆歌乐山森林公园,2018-08-18IP属地：未知,位于重庆市区西南方，是一处规模很大的森林公园，离市区不远，交通便捷，这里山峦起伏，植被丰茂，环境优美，人文景观众多，有名人故居、烈士陵园、知名高校等。
重庆歌乐山森林公园,2016-11-21IP属地：未知,重庆歌乐山在烈士园陵处，位置比较好，旁边有两所著名大学，四川外国语学校(那时候重庆还属于四川)，西南政法大学。歌乐山不高，怕上去很容易，风景不错，在上面俯瞰重庆，可以看到两所大学。
重庆歌乐山森林公园,2019-11-13IP属地：未知,"歌乐山国家森林公园是爬山锻炼身体的好地方，山不是很高，公园是开放式的，不收门票。山上空气清新，树木茂盛，景色迷人，尤如一个天然大氧吧，站在山顶可观重庆市全貌。下山就是红色旅游最佳景点""白公馆、渣滓洞″，游客可进行一次红色旅游教育学习。"
重庆歌乐山森林公园,2016-02-29IP属地：未知,很不错的地方，绿意匆匆，是天然氧吧。并且门票意外的便宜，仅仅10元大洋。登高望远，很惬意。
重庆歌乐山森林公园,2018-08-16IP属地：未知,空气太好了，可以坐索道上山，来回五十元，山顶风景好美，壮观！绿色植物相当丰富，山顶还有歇凉和喝东西的补给站。坐索道风景也美，看到山水。大美重庆！
